Hour_of_Year,Tier_A_MW,Tier_B1_MW,Tier_B2_MW,Tier_C_MW,Total_Hardware_Used_MW,Curtailment_MW
39,8.0,0.0,29.0,32.410553068099304,69.4105530680993,0.0
40,8.0,0.0,29.0,0.0,37.0,0.0
41,8.0,0.0,29.0,0.0,37.0,0.0
42,8.0,0.0,29.0,0.0,37.0,0.0
43,8.0,0.0,29.0,2.4291896722844726,39.42918967228447,0.0
44,8.0,0.0,29.0,8.619258674890062,45.61925867489006,0.0
45,8.0,0.0,29.0,20.4079227351083,57.4079227351083,0.0
46,8.0,0.0,29.0,26.297529584462467,63.29752958446247,0.0
47,8.0,0.0,29.0,23.274631795273898,60.2746317952739,0.0
48,8.0,0.0,29.0,22.714696226280225,59.714696226280225,0.0
49,8.0,0.0,29.0,32.8653732879778,69.8653732879778,0.0
50,8.0,0.0,29.0,31.785646940628922,68.78564694062892,0.0
51,8.0,0.0,29.0,33.004828893152975,70.00482889315298,0.0
52,8.0,0.0,29.0,33.2900467289076,70.2900467289076,0.0
53,8.0,0.0,29.0,39.70123046328533,76.70123046328533,0.0
54,8.0,0.0,29.0,43.733726572583706,80.7337265725837,0.0
55,8.0,0.0,29.0,46.48715110607772,83.48715110607772,0.0
56,8.0,0.0,29.0,47.55941703486941,84.55941703486941,0.0
57,8.0,0.0,29.0,47.97267457857225,84.97267457857225,0.0
58,8.0,0.0,29.0,51.58406544248628,88.58406544248628,0.0
59,8.0,0.0,29.0,56.00900393407058,93.00900393407058,0.0
60,8.0,0.0,29.0,55.15012920949219,92.15012920949219,0.0
61,8.0,0.0,29.0,53.2952560537814,90.2952560537814,0.0
62,8.0,0.0,29.0,49.95457977759273,86.95457977759273,0.0
63,8.0,0.0,29.0,49.9557914932188,86.9557914932188,0.0
64,8.0,0.0,29.0,49.955970348651775,86.95597034865177,0.0
65,8.0,0.0,29.0,49.95575260116462,86.95575260116462,0.0
66,8.0,0.0,29.0,49.956343934860286,86.95634393486029,0.0
67,8.0,0.0,29.0,49.95631377185485,86.95631377185485,0.0
68,8.0,0.0,29.0,49.947868484199574,86.94786848419957,0.0
69,8.0,0.0,29.0,49.954023708244506,86.9540237082445,0.0
70,8.0,0.0,29.0,49.95631012764851,86.9563101276485,0.0
71,8.0,0.0,29.0,49.95628805081927,86.95628805081927,0.0
72,8.0,0.0,29.0,49.95645301071285,86.95645301071285,0.0
73,8.0,0.0,29.0,49.95648042029757,86.95648042029757,0.0
74,8.0,0.0,29.0,49.95649067749537,86.95649067749537,0.0
75,8.0,0.0,29.0,49.95647729807183,86.95647729807183,0.0
76,8.0,0.0,29.0,49.956480579561045,86.95648057956105,0.0
77,8.0,0.0,29.0,49.95647178394938,86.95647178394938,0.0
78,8.0,0.0,29.0,49.956437997844986,86.95643799784499,0.0
79,8.0,0.0,29.0,49.956337346131164,86.95633734613116,0.0
80,8.0,0.0,29.0,49.956099239153446,86.95609923915345,0.0
81,8.0,0.0,29.0,49.9552242650918,86.9552242650918,0.0
82,8.0,0.0,29.0,51.339214247463204,88.3392142474632,0.0
83,8.0,0.0,29.0,54.728753707688966,91.72875370768897,0.0
84,8.0,0.0,29.0,63.0,100.0,0.0
85,8.0,0.0,29.0,63.0,100.0,13.5651691838885
86,8.0,0.0,29.0,63.0,100.0,45.067308577621716
87,8.0,0.0,29.0,63.0,100.0,28.49010325704036
88,8.0,0.0,29.0,49.9853574574352,86.9853574574352,0.0
89,8.0,0.0,29.0,49.841573258965866,86.84157325896587,0.0
90,8.0,0.0,29.0,49.85077871252854,86.85077871252854,0.0
91,8.0,0.0,29.0,49.885518582156635,86.88551858215664,0.0
92,8.0,0.0,29.0,49.87113050338144,86.87113050338144,0.0
93,8.0,0.0,29.0,49.91293512873341,86.91293512873341,0.0
94,8.0,0.0,29.0,49.93875028960828,86.93875028960828,0.0
95,8.0,0.0,29.0,49.93986895821932,86.93986895821932,0.0
96,8.0,0.0,29.0,49.950104128921495,86.9501041289215,0.0
97,8.0,0.0,29.0,49.945933183576685,86.94593318357668,0.0
98,8.0,0.0,29.0,49.92842894931141,86.92842894931141,0.0
99,8.0,0.0,29.0,49.92176831230418,86.92176831230418,0.0
100,8.0,0.0,29.0,49.933904390215616,86.93390439021562,0.0
101,8.0,0.0,29.0,49.945572139869654,86.94557213986965,0.0
102,8.0,0.0,29.0,49.955772199258035,86.95577219925804,0.0
103,8.0,0.0,29.0,49.954569483366356,86.95456948336636,0.0
104,8.0,0.0,29.0,49.9561772780536,86.9561772780536,0.0
105,8.0,0.0,29.0,49.95593967201877,86.95593967201877,0.0
106,8.0,0.0,29.0,51.390890722419485,88.39089072241948,0.0
107,8.0,0.0,29.0,54.94269876641607,91.94269876641607,0.0
108,8.0,0.0,29.0,56.02752466210188,93.02752466210188,0.0
109,8.0,0.0,29.0,55.37901098451,92.37901098451,0.0
